sentence_idx,word,tag
339,Position,O
339,Mismatch,O
340,GPS,B-FNC
340,Position,O
340,Mismatch,O
341,GPS,B-FNC
341,Position,O
341,Mismatch,O
342,GPS,B-FNC
342,Position,O
342,Mismatch,O
343,GPS,B-FNC
343,Position,O
343,Mismatch,O
344,GPS,B-FNC
344,Position,O
344,Mismatch,O
345,GPS,B-FNC
345,Position,O
345,Mismatch,O
346,GPS,B-FNC
346,Position,O
346,Mismatch,O
347,GPS,B-FNC
347,Position,O
347,Mismatch,O
348,GPS,B-FNC
348,Position,O
348,Mismatch,O
349,Large,O
349,Wind,B-ISS
349,Velocity,I-ISS
350,GPS,B-FNC
350,Position,O
350,Mismatch,O
351,GPS,B-FNC
351,Position,O
351,Mismatch,O
352,GPS,B-FNC
352,Position,O
352,Mismatch,O
353,GPS,B-FNC
353,Position,O
353,Mismatch,O
354,GPS,B-FNC
354,Position,O
354,Mismatch,O
355,GPS,B-FNC
355,Position,O
355,Mismatch,O
356,GPS,B-FNC
356,Position,O
356,Mismatch,O
357,GPS,B-FNC
357,Position,O
357,Mismatch,O
358,GPS,B-FNC
358,Position,O
358,Mismatch,O
359,GPS,B-FNC
359,Position,O
359,Mismatch,O
360,Large,O
360,Wind,B-ISS
360,Velocity,I-ISS
361,Large,O
361,Wind,B-ISS
361,Velocity,I-ISS
362,GPS,B-FNC
362,Position,O
362,Mismatch,O
363,GPS,B-FNC
363,Position,O
363,Mismatch,O
364,GPS,B-FNC
364,Position,O
364,Mismatch,O
365,GPS,B-FNC
365,Position,O
365,Mismatch,O
366,GPS,B-FNC
366,Position,O
366,Mismatch,O
367,GPS,B-FNC
367,Position,O
367,Mismatch,O
368,GPS,B-FNC
368,Position,O
368,Mismatch,O
369,GPS,B-FNC
369,Position,O
369,Mismatch,O
370,GPS,B-FNC
370,Position,O
370,Mismatch,O
371,GPS,B-FNC
371,Position,O
371,Mismatch,O
372,GPS,B-FNC
372,Position,O
372,Mismatch,O
373,GPS,B-FNC
373,Position,O
373,Mismatch,O
374,GPS,B-FNC
374,Position,O
374,Mismatch,O
375,GPS,B-FNC
375,Position,O
375,Mismatch,O
376,GPS,B-FNC
376,Position,O
376,Mismatch,O
377,GPS,B-FNC
377,Position,O
377,Mismatch,O
378,GPS,B-FNC
378,Position,O
378,Mismatch,O
379,GPS,B-FNC
379,Position,O
379,Mismatch,O
380,GPS,B-FNC
380,Position,O
380,Mismatch,O
381,GPS,B-FNC
381,Position,O
381,Mismatch,O
382,GPS,B-FNC
382,Position,O
382,Mismatch,O
383,GPS,B-FNC
383,Position,O
383,Mismatch,O
384,GPS,B-FNC
384,Position,O
384,Mismatch,O
385,GPS,B-FNC
385,Position,O
385,Mismatch,O
386,GPS,B-FNC
386,Position,O
386,Mismatch,O
387,GPS,B-FNC
387,Position,O
387,Mismatch,O
388,GPS,B-FNC
388,Position,O
388,Mismatch,O
389,GPS,B-FNC
389,Position,O
389,Mismatch,O
390,GPS,B-FNC
390,Position,O
390,Mismatch,O
391,GPS,B-FNC
391,Position,O
391,Mismatch,O
392,GPS,B-FNC
392,Position,O
392,Mismatch,O
393,GPS,B-FNC
393,Position,O
393,Mismatch,O
394,GPS,B-FNC
394,Position,O
394,Mismatch,O
395,GPS,B-FNC
395,Position,O
395,Mismatch,O
396,GPS,B-FNC
396,Position,O
396,Mismatch,O
397,GPS,B-FNC
397,Position,O
397,Mismatch,O
398,GPS,B-FNC
398,Position,O
398,Mismatch,O
399,GPS,B-FNC
399,Position,O
399,Mismatch,O
400,GPS,B-FNC
400,Position,O
400,Mismatch,O
401,GPS,B-FNC
401,Position,O
401,Mismatch,O
402,GPS,B-FNC
402,Position,O
402,Mismatch,O
403,GPS,B-FNC
403,Position,O
403,Mismatch,O
404,GPS,B-FNC
404,Position,O
404,Mismatch,O
405,GPS,B-FNC
405,Position,O
405,Mismatch,O
406,GPS,B-FNC
406,Position,O
406,Mismatch,O
407,GPS,B-FNC
407,Position,O
407,Mismatch,O
408,Large,O
408,Wind,B-ISS
408,Velocity,I-ISS
409,Landing,B-ACT
410,Home,B-PAR
410,Point,I-PAR
410,Recorded,B-ACT
410,RTH,
410,Altitude,
410,30m,O
411,Tap,O
411,the,O
411,screen,O
411,lightly,O
411,to,O
411,focus,O
412,Mobile,O
412,device,O
412,CPU,B-CMP
412,fully,O
412,loaded,O
412,Related,O
412,performance,O
412,will,O
412,be,O
412,affected,O
413,Obstacle,O
413,Avoided,B-ACT
413,Revise,O
413,Flight,O
413,Route,O
414,Attitude,O
414,is,O
414,too,O
414,large,O
415,Home,B-PAR
415,Point,I-PAR
415,Recorded,B-ACT
415,RTH,B-PAR
415,Altitude,I-PAR
415,30m,O
416,Tap,O
416,the,O
416,screen,O
416,lightly,O
416,to,O
416,focus,O
417,Mobile,O
417,device,O
417,CPU,B-CMP
417,fully,O
417,loaded,O
417,Related,O
417,performance,O
417,will,O
417,be,O
417,affected,O
418,Obstacle,O
418,Avoided,B-ACT
418,Revise,O
418,Flight,O
418,Route,O
419,Attitude,O
419,is,O
419,too,O
419,large,O
420,Home,B-PAR
420,Point,I-PAR
420,Recorded,B-ACT
420,RTH,B-PAR
420,Altitude,I-PAR
420,30m,O
421,Max,B-ISS
421,Flight,I-ISS
421,Altitude,I-ISS
421,Reached,O
421,Adjust,O
421,in,O
421,Main,O
421,Controller,B-CMP
421,Settings,B-FNC
421,if,O
421,necessary,O
422,Home,B-PAR
422,Point,I-PAR
422,Recorded,B-ACT
422,RTH,B-PAR
422,Altitude,I-PAR
422,30m,O
423,Max,B-ISS
423,Flight,I-ISS
423,Distance,I-ISS
423,Reached,O
423,Adjust,O
423,in,O
423,Main,O
423,Controller,B-CMP
423,Settings,B-FNC
423,if,O
423,necessary,O
424,Maximum,B-ISS
424,flight,I-ISS
424,distance,I-ISS
424,reached,O
424,Adjust,O
424,the,O
424,distance,O
424,in,O
424,MC,O
424,Settings,B-FNC
424,if,O
424,required,O
425,Weak,B-ISS
425,signal,I-ISS
425,Avoid,O
425,blocking,O
425,the,O
425,antennas,B-CMP
425,and,O
425,keep,O
425,the,O
425,antennas,B-CMP
425,parallel,O
425,to,O
425,and,O
425,facing,O
425,toward,O
425,the,O
425,aircraft,B-CMP
425,during,O
425,flight,O
426,High,O
426,wind,B-ISS
426,velocity,I-ISS
426,Ensure,O
426,the,O
426,aircraft,B-CMP
426,remains,O
426,within,O
426,your,O
426,line,O
426,of,O
426,sight,O
426,and,O
426,fly,O
426,with,O
426,caution,O
427,Maximum,B-ISS
427,flight,I-ISS
427,distance,I-ISS
427,reached,O
427,Adjust,O
427,the,O
427,distance,O
427,in,O
427,MC,O
427,Settings,B-FNC
427,if,O
427,required,O
428,High,O
428,wind,B-ISS
428,velocity,I-ISS
428,Ensure,O
428,the,O
428,aircraft,B-CMP
428,remains,O
428,within,O
428,your,O
428,line,O
428,of,O
428,sight,O
428,and,O
428,fly,O
428,with,O
428,caution,O
429,Obstacle,B-FNC
429,Sensing,I-FNC
429,will,O
429,be,O
429,disabled,O
429,when,O
429,aircraft,B-CMP
429,is,O
429,landing,B-ACT
429,Fly,O
429,with,O
429,caution,O
430,Data,O
430,Recorder,O
430,File,O
430,Index,O
430,is,O
430,45,O
431,Home,B-PAR
431,Point,I-PAR
431,Updated,O
432,Obstacle,B-FNC
432,Sensing,I-FNC
432,will,O
432,be,O
432,disabled,O
432,when,O
432,aircraft,B-CMP
432,is,O
432,landing,B-ACT
432,Fly,O
432,with,O
432,caution,O
433,Tap,O
433,the,O
433,screen,O
433,to,O
433,focus,O
434,Downlink,B-CMP
434,Lost,O
435,Data,O
435,Recorder,O
435,File,O
435,Index,O
435,is,O
435,7,O
436,Home,B-PAR
436,Point,I-PAR
436,Updated,O
437,Home,B-PAR
437,Point,I-PAR
437,Updated,O
438,Weak,B-ISS
438,signal,I-ISS
438,Avoid,O
438,blocking,O
438,the,O
438,antennas,B-CMP
438,and,O
438,keep,O
438,the,O
438,antennas,B-CMP
438,parallel,O
438,to,O
438,and,O
438,facing,O
438,toward,O
438,the,O
438,aircraft,B-CMP
438,during,O
438,flight,O
439,Intelligent,B-STE
439,Flight,I-STE
439,Modes,I-STE
439,have,O
439,not,O
439,been,O
439,enabled,O
439,Enable,O
439,this,O
439,option,O
439,in,O
439,Main,O
439,Controller,B-CMP
439,Settings,B-FNC
439,if,O
439,needed,O
440,Maximum,B-ISS
440,flight,I-ISS
440,distance,I-ISS
440,reached,O
440,Adjust,O
440,the,O
440,distance,O
440,in,O
440,MC,O
440,Settings,B-FNC
440,if,O
440,required,O
441,To,O
441,take,O
441,off,O
441,in,O
441,mode,O
441,toggle,O
441,Flight,O
441,Mode,O
441,Switch,O
441,to,O
441,another,O
441,mode,O
441,and,O
441,then,O
441,toggle,O
441,it,O
441,back,O
442,Switched,O
442,to,O
442,P,B-STE
442,Positioning,I-STE
442,Mode,I-STE
443,Switched,O
443,to,O
443,T,B-STE
443,Tripod,I-STE
443,Mode,I-STE
444,Switched,O
444,to,O
444,P,B-STE
444,Positioning,B-STE
444,Mode,I-STE
445,Switched,O
445,to,O
445,S,B-STE
445,Sport,B-STE
446,Weak,B-ISS
446,signal,I-ISS
446,Avoid,O
446,blocking,O
446,the,O
446,antennas,B-CMP
446,and,O
446,keep,O
446,the,O
446,antennas,B-CMP
446,parallel,O
446,to,O
446,and,O
446,facing,O
446,toward,O
446,the,O
446,aircraft,B-CMP
446,during,O
446,flight,O
447,Not,O
447,Allowed,O
447,to,O
447,change,O
447,Aircraft,B-CMP
447,Mode,O
447,If,O
447,needed,O
448,Not,O
448,Allowed,O
448,to,O
448,change,O
448,Aircraft,B-CMP
448,Mode,O
448,If,O
448,needed,O
449,Home,B-PAR
449,Point,I-PAR
449,Recorded,B-ACT
449,RTH,B-PAR
449,Altitude,I-PAR
449,30m,O
450,Tap,O
450,the,O
450,screen,O
450,lightly,O
450,to,O
450,focus,O
451,Tap,O
451,the,O
451,screen,O
451,lightly,O
451,to,O
451,focus,O
452,Data,O
452,Recorder,O
452,File,O
452,Index,O
452,is,O
452,8,O
453,Home,B-PAR
453,Point,I-PAR
453,Updated,O
454,Home,B-PAR
454,Point,I-PAR
454,recorded,B-ACT
454,ft,O
455,Data,O
455,Recorder,O
455,File,O
455,Index,O
455,is,O
455,9,O
456,Home,B-PAR
456,Point,I-PAR
456,Updated,O
457,GEO,O
457,You,O
457,are,O
457,in,O
457,a,O
457,Warning,B-ISS
457,Zone,I-ISS
457,School,O
457,Fly,O
457,with,O
457,caution,O
458,To,O
458,take,O
458,off,O
458,in,O
458,mode,O
458,toggle,O
458,Flight,O
458,Mode,O
458,Switch,O
458,to,O
458,another,O
458,mode,O
458,and,O
458,then,O
458,toggle,O
458,it,O
458,back,O
459,Tip,O
459,Aircraft,B-CMP
459,reached,O
459,maximum,B-ISS
459,distance,I-ISS
459,please,I-ISS
459,pay,O
459,attention,O
459,to,O
459,flight,O
459,safety,O
460,GEO,O
460,You,O
460,are,O
460,in,O
460,a,O
460,Warning,B-ISS
460,Zone,I-ISS
460,School,O
460,Fly,O
460,with,O
460,caution,O
460,Compass,B-CMP
460,abnormalSolution,O
460,1,O
460,Ensure,O
460,there,O
460,are,O
460,no,O
460,magnets,O
460,or,O
460,metal,O
460,objects,O
460,near,O
460,the,O
460,aircraft,B-CMP
460,The,O
460,ground,O
460,or,O
460,walls,O
460,may,O
460,contain,O
460,metal,O
460,Move,O
460,away,O
460,from,O
460,sources,O
460,of,O
460,interference,B-ISS
460,before,O
460,attempting,O
460,flight,O
460,2,O
460,Calibrate,B-ACT
460,Compass,B-CMP
460,Before,O
460,Takeoff,O
461,Data,O
461,Recorder,O
461,File,O
461,Index,O
461,is,O
461,10,O
462,Home,B-PAR
462,Point,I-PAR
462,Updated,O
463,Switched,O
463,to,O
463,P,B-STE
463,Positioning,B-STE
463,Mode,I-STE
464,Switched,I-STE
464,to,O
464,T,B-STE
464,Tripod,B-STE
464,Mode,I-STE
465,Switched,O
465,to,O
465,T,B-STE
465,Tripod,B-STE
465,Mode,I-STE
466,Switched,O
466,to,O
466,S,B-STE
466,Sport,B-STE
466,Mode,I-STE
467,Another,O
467,aircraft,B-CMP
467,is,O
467,nearby,O
467,Fly,O
467,with,O
467,caution,O
467,Another,O
467,aircraft,B-CMP
467,is,O
467,too,O
467,close,O
467,please,O
467,descend,O
467,to,O
467,a,O
467,safer,O
467,altitude,O
468,Another,O
468,aircraft,B-CMP
468,is,O
468,nearby,O
468,Fly,O
468,with,O
468,caution,O
468,Another,O
468,aircraft,B-CMP
468,is,O
468,dangerously,O
468,close,O
468,please,O
468,descend,O
468,to,O
468,a,O
468,safer,O
468,altitude,O
469,Another,O
469,aircraft,B-CMP
469,is,O
469,nearby,O
469,Fly,O
469,with,O
469,caution,O
469,Another,O
469,aircraft,B-CMP
469,is,O
469,dangerously,O
469,close,O
469,please,O
469,descend,O
469,to,O
469,a,O
469,safer,O
469,altitude,O
470,Data,O
470,Recorder,O
470,File,O
470,Index,O
470,is,O
470,7,O
471,Compass,B-CMP
471,abnormalSolution,O
471,1,O
471,Ensure,O
471,there,O
471,are,O
471,no,O
471,magnets,O
471,or,O
471,metal,O
471,objects,O
471,near,O
471,the,O
471,aircraft,B-CMP
471,The,O
471,ground,O
471,or,O
471,walls,O
471,may,O
471,contain,O
471,metal,O
471,Move,O
471,away,O
471,from,O
471,sources,O
471,of,O
471,interference,B-ISS
471,before,O
471,attempting,O
471,flight,O
471,2,O
471,Calibrate,B-ACT
471,Compass,B-CMP
471,Before,O
471,Takeoff,O
472,Home,B-PAR
472,Point,I-PAR
472,Updated,O
473,GEO,O
473,You,O
473,are,O
473,in,O
473,a,O
473,Warning,B-ISS
473,Zone,I-ISS
473,School,O
473,Fly,O
473,with,O
473,caution,O
474,Switched,O
474,to,O
474,S,B-STE
474,Sport,B-STE
475,Switched,I-STE
475,to,O
475,P,B-STE
475,Positioning,B-STE
475,Mode,I-STE
476,Switched,O
476,to,O
476,P,B-STE
476,Positioning,B-STE
476,Mode,I-STE
477,Switched,O
477,to,O
477,T,B-STE
477,Tripod,B-STE
477,Mode,I-STE
478,Switched,O
478,to,O
478,T,B-STE
478,Tripod,B-STE
478,Mode,I-STE
479,Switched,O
479,to,O
479,P,B-STE
479,Positioning,B-STE
479,Mode,I-STE
480,Data,O
480,Recorder,O
480,File,O
480,Index,O
480,is,O
480,8,O
481,Switched,O
481,to,O
481,S,B-STE
481,Sport,B-STE
481,Mode,I-STE
482,Home,B-PAR
482,Point,I-PAR
482,Updated,O
483,Switched,O
483,to,O
483,S,B-STE
483,Sport,B-STE
483,Mode,I-STE
484,Switched,O
484,to,O
484,P,B-STE
484,Positioning,B-STE
484,Mode,I-STE
485,Switched,O
485,to,O
485,P,B-STE
485,Positioning,B-STE
485,Mode,I-STE
486,Switched,O
486,to,O
486,S,B-STE
486,Sport,B-STE
486,Mode,I-STE
487,GEO,O
487,You,O
487,are,O
487,in,O
487,a,O
487,Warning,B-ISS
487,Zone,I-ISS
487,School,O
487,Fly,O
487,with,O
487,caution,O
488,Tip,O
488,Aircraft,B-CMP
488,reached,O
488,maximum,B-ISS
488,distance,I-ISS
488,please,I-ISS
488,pay,O
488,attention,O
488,to,O
488,flight,O
488,safety,O
489,GEO,O
489,You,O
489,are,O
489,in,O
489,a,O
489,Warning,B-ISS
489,Zone,I-ISS
489,School,O
489,Fly,O
489,with,O
489,caution,O
490,Data,O
490,Recorder,O
490,File,O
490,Index,O
490,is,O
490,9,O
491,Home,B-PAR
491,Point,I-PAR
491,Updated,O
492,To,O
492,take,O
492,off,O
492,in,O
492,mode,O
492,toggle,O
492,Flight,O
492,Mode,O
492,Switch,O
492,to,O
492,another,O
492,mode,O
492,and,O
492,then,O
492,toggle,O
492,it,O
492,back,O
493,Switched,O
493,to,O
493,P,B-STE
493,Positioning,B-STE
493,Mode,I-STE
494,Switched,O
494,to,O
494,P,B-STE
494,Positioning,B-STE
494,Mode,I-STE
495,Switched,O
495,to,O
495,S,B-STE
495,Sport,B-STE
495,Mode,I-STE
496,Tip,O
496,Aircraft,B-CMP
496,reached,O
496,maximum,B-ISS
496,distance,I-ISS
496,please,O
496,pay,O
496,attention,O
496,to,O
496,flight,O
496,safety,O
497,Data,O
497,Recorder,O
497,File,O
497,Index,O
497,is,O
497,6,O
498,Compass,B-CMP
498,abnormalSolution,O
498,1,O
498,Ensure,O
498,there,O
498,are,O
498,no,O
498,magnets,O
498,or,O
498,metal,O
498,objects,O
498,near,O
498,the,O
498,aircraft,B-CMP
498,The,O
498,ground,O
498,or,O
498,walls,O
498,may,O
498,contain,O
498,metal,O
498,Move,O
498,away,O
498,from,O
498,sources,O
498,of,O
498,interference,B-ISS
498,before,O
498,attempting,O
498,flight,O
498,2,O
498,Calibrate,B-ACT
498,Compass,B-CMP
498,Before,O
498,Takeoff,O
499,Home,B-PAR
499,Point,I-PAR
499,Updated,O
500,Home,B-PAR
500,Point,I-PAR
500,recorded,B-ACT
500,ft,O
501,Switched,O
501,to,O
501,P,B-STE
501,Positioning,B-STE
501,Mode,I-STE
502,Switched,O
502,to,O
502,P,B-STE
502,Positioning,B-STE
502,Mode,I-STE
503,Switched,O
503,to,O
503,S,B-STE
503,Sport,B-STE
504,GEO,I-STE
504,You,O
504,are,O
504,in,O
504,a,O
504,Warning,B-ISS
504,Zone,I-ISS
504,School,O
504,Fly,O
504,with,O
504,caution,O
505,Downlink,B-CMP
505,Lost,O
506,Switched,O
506,to,O
506,S,B-STE
506,Sport,B-STE
507,Switched,O
507,to,O
507,P,B-STE
507,Positioning,B-STE
507,Mode,I-STE
508,Data,O
508,Recorder,O
508,File,O
508,Index,O
508,is,O
508,7,O
509,Home,B-PAR
509,Point,I-PAR
509,Updated,O
510,Home,B-PAR
510,Point,I-PAR
510,recorded,B-ACT
510,ft,O
511,Switched,O
511,to,O
511,S,B-STE
511,Sport,B-STE
512,GEO,O
512,You,O
512,are,O
512,in,O
512,a,O
512,Warning,B-ISS
512,Zone,I-ISS
512,School,O
512,Fly,O
512,with,O
512,caution,O
513,Data,O
513,Recorder,O
513,File,O
513,Index,O
513,is,O
513,8,O
514,Home,B-PAR
514,Point,I-PAR
514,Updated,O
515,To,O
515,take,O
515,off,O
515,in,O
515,mode,O
515,toggle,O
515,Flight,O
515,Mode,O
515,Switch,O
515,to,O
515,another,O
515,mode,O
515,and,O
515,then,O
515,toggle,O
515,it,O
515,back,O
516,Switched,O
516,to,O
516,P,B-STE
516,Positioning,B-STE
516,Mode,I-STE
517,Switched,O
517,to,O
517,P,B-STE
517,Positioning,B-STE
517,Mode,I-STE
518,Switched,O
518,to,O
518,S,B-STE
518,Sport,B-STE
518,Mode,I-STE
519,GEO,O
519,You,O
519,are,O
519,in,O
519,a,O
519,Warning,B-ISS
519,Zone,I-ISS
519,School,O
519,Fly,O
519,with,O
519,caution,O
520,Tip,O
520,Aircraft,B-CMP
520,reached,O
520,maximum,B-ISS
520,distance,I-ISS
520,please,O
520,pay,O
520,attention,O
520,to,O
520,flight,O
520,safety,O
521,Tip,O
521,Aircraft,B-CMP
521,reached,O
521,maximum,B-ISS
521,distance,I-ISS
521,please,O
521,pay,O
521,attention,O
521,to,O
521,flight,O
521,safety,O
522,Data,O
522,Recorder,O
522,File,O
522,Index,O
522,is,O
522,29,O
523,Home,B-PAR
523,Point,I-PAR
523,Updated,O
524,Taking,B-ACT
524,Off,I-ACT
525,Aircraft,B-CMP
525,is,O
525,returning,O
525,to,O
525,the,O
525,Home,B-PAR
525,Point,I-PAR
525,RTH,B-PAR
525,Altitude,I-PAR
525,is,O
525,30m,O
525,You,O
525,can,O
525,reset,O
525,the,O
525,RTH,B-PAR
525,Altitude,I-PAR
525,in,O
525,Remote,O
525,Controller,B-CMP
525,Settings,B-FNC
525,after,O
525,cancelling,O
525,RTH,B-ACT
525,if,O
525,necessary,O
526,Data,O
526,Recorder,O
526,File,O
526,Index,O
526,is,O
526,57,O
527,Home,B-PAR
527,Point,I-PAR
527,Updated,O
528,Maximum,B-ISS
528,flight,I-ISS
528,distance,I-ISS
528,reached,O
528,Adjust,O
528,the,O
528,distance,O
528,in,O
528,MC,O
528,Settings,B-FNC
528,if,O
528,required,O
529,Weak,B-ISS
529,signal,I-ISS
529,Avoid,O
529,blocking,O
529,the,O
529,antennas,B-CMP
529,and,O
529,keep,O
529,the,O
529,antennas,B-CMP
529,parallel,O
529,to,O
529,and,O
529,facing,O
529,toward,O
529,the,O
529,aircraft,B-CMP
529,during,O
529,flight,O
530,High,O
530,wind,B-ISS
530,velocity,I-ISS
530,Ensure,O
530,the,O
530,aircraft,B-CMP
530,remains,O
530,within,O
530,your,O
530,line,O
530,of,O
530,sight,O
530,and,O
530,fly,O
530,with,O
530,caution,O
531,Maximum,B-ISS
531,flight,I-ISS
531,distance,I-ISS
531,reached,O
531,Adjust,O
531,the,O
531,distance,O
531,in,O
531,MC,O
531,Settings,B-FNC
531,if,O
531,required,O
532,High,O
532,wind,B-ISS
532,velocity,I-ISS
532,Ensure,O
532,the,O
532,aircraft,B-CMP
532,remains,O
532,within,O
532,your,O
532,line,O
532,of,O
532,sight,O
532,and,O
532,fly,O
532,with,O
532,caution,O
533,Obstacle,B-FNC
533,Sensing,I-FNC
533,will,O
533,be,O
533,disabled,O
533,when,O
533,aircraft,B-CMP
533,is,O
533,landing,B-ACT
533,Fly,O
533,with,O
533,caution,O
534,Home,B-PAR
534,Point,I-PAR
534,Recorded,B-ACT
534,RTH,B-PAR
534,Altitude,I-PAR
534,30m,O
535,In,O
535,Flight,O
536,In,B-STE
536,Flight,I-STE
537,In,B-STE
537,Flight,I-STE
538,In,B-STE
538,Flight,I-STE
539,In,B-STE
539,Flight,I-STE
540,In,B-STE
540,Flight,I-STE
541,In,B-STE
541,Flight,I-STE
542,Obstacle,B-FNC
542,Avoidance,I-FNC
542,will,O
542,be,O
542,disabled,O
542,in,B-STE
542,landing,I-STE
543,Home,B-PAR
543,Point,I-PAR
543,Recorded,B-ACT
543,RTH,B-PAR
543,Altitude,I-PAR
543,30m,O
544,Home,B-PAR
544,Point,I-PAR
544,Recorded,B-ACT
544,RTH,B-PAR
544,Altitude,I-PAR
544,30m,O
545,Max,B-ISS
545,Flight,I-ISS
545,Distance,I-ISS
545,Reached,O
545,Adjust,O
545,in,O
545,Main,O
545,Controller,B-CMP
545,Settings,B-FNC
545,if,O
545,necessary,O
546,Max,B-ISS
546,Flight,I-ISS
546,Distance,I-ISS
546,Reached,O
546,Adjust,O
546,in,O
546,Main,O
546,Controller,B-CMP
546,Settings,B-FNC
546,if,O
546,necessary,O
547,Home,B-PAR
547,Point,I-PAR
547,Recorded,B-ACT
547,RTH,B-PAR
547,Altitude,I-PAR
547,30m,O
548,Strong,O
548,Interference,B-ISS
548,to,O
548,Aircraft,B-CMP
548,Signal,O
548,interruption,O
548,may,O
548,be,O
548,more,O
548,likely,O
548,Fly,O
548,with,O
548,caution,O
549,Strong,O
549,Interference,B-ISS
549,to,O
549,Aircraft,B-CMP
549,Signal,O
549,interruption,O
549,may,O
549,be,O
549,more,O
549,likely,O
549,Fly,O
549,with,O
549,caution,O
550,Strong,O
550,Interference,B-ISS
550,to,O
550,Aircraft,B-CMP
550,Signal,O
550,interruption,O
550,may,O
550,be,O
550,more,O
550,likely,O
550,Fly,O
550,with,O
550,caution,O
551,Strong,O
551,Interference,B-ISS
551,to,O
551,Aircraft,B-CMP
551,Signal,O
551,interruption,O
551,may,O
551,be,O
551,more,O
551,likely,O
551,Fly,O
551,with,O
551,caution,O
552,Strong,O
552,Interference,B-ISS
552,to,O
552,Aircraft,B-CMP
552,Signal,O
552,interruption,O
552,may,O
552,be,O
552,more,O
552,likely,O
552,Fly,O
552,with,O
552,caution,O
553,Fly,O
553,with,O
553,caution,O
553,and,O
553,ensure,O
553,the,O
553,aircraft,B-CMP
553,remains,O
553,within,O
553,your,O
553,line,O
553,of,O
553,sight,O
554,The,O
554,remaining,O
554,battery,B-CMP
554,is,O
554,only,O
554,enough,O
554,for,O
554,RTH,B-ACT
554,Return,O
554,home,O
554,now,O
555,Obstacle,B-FNC
555,Avoidance,I-FNC
555,will,O
555,be,O
555,disabled,O
555,in,O
555,landing,B-ACT
556,Home,B-PAR
556,Point,I-PAR
556,Recorded,B-ACT
556,RTH,B-PAR
556,Altitude,I-PAR
556,30m,O
557,Home,B-PAR
557,Point,I-PAR
557,Recorded,B-ACT
557,RTH,B-PAR
557,Altitude,I-PAR
557,30m,O
558,Fly,O
558,with,O
558,caution,O
558,and,O
558,ensure,O
558,the,O
558,aircraft,B-CMP
558,remains,O
558,within,O
558,your,O
558,line,O
558,of,O
558,sight,O
559,Attitude,O
559,is,O
559,too,O
559,large,O
560,Attitude,O
560,is,O
560,too,O
560,large,O
561,Attitude,O
561,is,O
561,too,O
561,large,O
562,Fly,O
562,with,O
562,caution,O
562,and,O
562,ensure,O
562,the,O
562,aircraft,B-CMP
562,remains,O
562,within,O
562,your,O
562,line,O
562,of,O
562,sight,O
563,Attitude,O
563,is,O
563,too,O
563,large,O
564,Attitude,O
564,is,O
564,too,O
564,large,O
565,Attitude,O
565,is,O
565,too,O
565,large,O
566,Attitude,O
566,is,O
566,too,O
566,large,O
567,Attitude,O
567,is,O
567,too,O
567,large,O
568,Attitude,O
568,is,O
568,too,O
568,large,O
569,High,O
569,wind,B-ISS
569,velocity,I-ISS
569,Fly,O
569,with,O
569,caution,O
569,and,O
569,land,O
569,in,O
569,a,O
569,safe,O
569,place,O
569,ASAP,O
570,Attitude,O
570,is,O
570,too,O
570,large,O
571,Attitude,O
571,is,O
571,too,O
571,large,O
572,Attitude,O
572,is,O
572,too,O
572,large,O
573,Attitude,O
573,is,O
573,too,O
573,large,O
574,Attitude,O
574,is,O
574,too,O
574,large,O
575,Attitude,O
575,is,O
575,too,O
575,large,O
576,Attitude,O
576,is,O
576,too,O
576,large,O
577,Attitude,O
577,is,O
577,too,O
577,large,O
578,Attitude,O
578,is,O
578,too,O
578,large,O
579,Attitude,O
579,is,O
579,too,O
579,large,O
580,Attitude,O
580,is,O
580,too,O
580,large,O
581,Attitude,O
581,is,O
581,too,O
581,large,O
582,Attitude,O
582,is,O
582,too,O
582,large,O
583,Attitude,O
583,is,O
583,too,O
583,large,O
584,Attitude,O
584,is,O
584,too,O
584,large,O
585,Fly,O
585,with,O
585,caution,O
585,and,O
585,ensure,O
585,the,O
585,aircraft,B-CMP
585,remains,O
585,within,O
585,your,O
585,line,O
585,of,O
585,sight,O
586,Fly,O
586,with,O
586,caution,O
586,and,O
586,ensure,O
586,the,O
586,aircraft,B-CMP
586,remains,O
586,within,O
586,your,O
586,line,O
586,of,O
586,sight,O
587,Attitude,O
587,is,O
587,too,O
587,large,O
588,Attitude,O
588,is,O
588,too,O
588,large,O
589,Attitude,O
589,is,O
589,too,O
589,large,O
590,Attitude,O
590,is,O
590,too,O
590,large,O
591,Attitude,O
591,is,O
591,too,O
591,large,O
592,Attitude,O
592,is,O
592,too,O
592,large,O
593,Fly,O
593,with,O
593,caution,O
593,and,O
593,ensure,O
593,the,O
593,aircraft,B-CMP
593,remains,O
593,within,O
593,your,O
593,line,O
593,of,O
593,sight,O
594,Fly,O
594,with,O
594,caution,O
594,and,O
594,ensure,O
594,the,O
594,aircraft,B-CMP
594,remains,O
594,within,O
594,your,O
594,line,O
594,of,O
594,sight,O
595,Obstacle,B-FNC
595,Avoidance,I-FNC
595,will,O
595,be,O
595,disabled,O
595,in,O
595,landing,B-ACT
596,Data,O
596,Recorder,O
596,File,O
596,Index,O
596,is,O
596,12,O
597,Home,B-PAR
597,Point,I-PAR
597,Updated,O
598,Remote,O
598,controller,O
598,assisted,O
598,takeoff,O
598,initiated,O
599,Data,O
